title,categories,difficulty,hints,series,youtube
Kirby Star Allies ~ True Squeak Squad Theme (vs. Morpho Knight),"Battle, Final Boss",Tough,"Rats, rats, we're the rats","Nintendo, Kirby",https://www.youtube.com/watch?v=_gYrFOnSvYo
Kirby Star Allies ~ Twinkle ☆ Stars (Title Screen),Screen,Normal,Let's be friends!,"Nintendo, Kirby",https://www.youtube.com/watch?v=m7_132gN3ls
Kirby Star Allies ~ Vs. Marx (vs. Morpho Knight),"Battle, Final Boss",Tough,The malevolent jester versus the butterfly warrior.,"Nintendo, Kirby",https://www.youtube.com/watch?v=yhtlj5LTq5o
Kirby Super Star ~ Dynablade Overworld,Locale,Normal,,"Nintendo, Kirby",https://youtu.be/hRgW8JcWYV0
Kirby Super Star ~ Game Over,Jingles,Tough,Out of lives...,"Kirby, Nintendo",https://www.youtube.com/watch?v=DzkG4bNcUZU
Kirby Super Star ~ Great Cave Offensive,Locale,Easy,,"Nintendo, Kirby",https://youtu.be/slOXXskLrV8
Kirby Super Star ~ Halberd Escape,"Event, Other",Lunatic,Driving off the sinking battleship.,"Nintendo, Kirby",https://www.youtube.com/watch?v=XCnnNbkVbiI
Kirby Super Star ~ Marx's Theme,"Battle, Final Boss",Easy,,"Nintendo, Kirby",https://youtu.be/YnfL3tzFx1Y
Kirby Super Star ~ Mine Cart Riding,"Event, Locale, Nature",Lunatic,Deeper into the Cave!,"Nintendo, Kirby",https://www.youtube.com/watch?v=YHOeHfrC6YU
Kirby Super Star ~ My Friend and the Setting Sun (Credits),"Credits, Character",Normal,The knight's ship sinks into the ocean... and the land is saved again.,"Nintendo, Kirby",https://www.youtube.com/watch?v=d6G9-HIWfjA
Kirby Super Star ~ Samurai Kirby,Jingles,Lunatic,Draw your sword!,"Kirby, Nintendo",https://www.youtube.com/watch?v=Cu_85WSJ15I
Kirby Super Star Ultra ~ Heavy Lobster,"Battle, Boss, Character",Normal,Deploy the ultimate weapon!,"Nintendo, Kirby",https://www.youtube.com/watch?v=-O8V7owyikA
Kirby Super Star Ultra ~ The Greatest Warrior in the Galaxy (vs. Galacta Knight),"Boss, Final Boss",Normal,A legend unsealed at last...,"Nintendo, Kirby",https://www.youtube.com/watch?v=lxBldm9KfwQ
Kirby Super Star Ultra ~ The King and the Sun (Credits),"Credits, Character",Tough,The self-made king's crushing defeat.,"Nintendo, Kirby",https://www.youtube.com/watch?v=7vsEsZKeD20
Kirby Triple Deluxe ~ Beautiful Prison,"Locale, Dungeon",Lunatic,The floral people's containment chamber.,"Nintendo, Kirby",https://www.youtube.com/watch?v=5vdBwSv-xyA
Kirby Triple Deluxe ~ Cold Odyssey,"Locale, Snowy",Normal,,"Nintendo, Kirby",https://www.youtube.com/watch?v=seud9DAr8zE
Kirby Triple Deluxe ~ Dedede's Royal Payback,Battle,Normal,Strings pulled once again.,"Nintendo, Kirby",https://www.youtube.com/watch?v=gVKO6WxBFuI
Kirby Triple Deluxe ~ Fatal Blooms in Moonlight,"Battle, Final Boss",Normal,"Mirror, mirror, who am I?","Nintendo, Kirby",https://www.youtube.com/watch?v=2U47GycgO7E
Kirby Triple Deluxe ~ Mountains in an Angry Sky,"Locale, Fiery",Tough,Careful with the gondolas!,"Nintendo, Kirby",https://www.youtube.com/watch?v=qdZyrTzKXj4
Kirby Triple Deluxe ~ Must Dash (Lollipop Land),Locale,Normal,So sweet it gives me cavities.,"Nintendo, Kirby",https://www.youtube.com/watch?v=iNAbFai0r4E
Kirby Triple Deluxe ~ Revenge of the Enemy,Battle,Tough,Time for a rematch!,"Nintendo, Kirby",https://www.youtube.com/watch?v=etbRaJ4R4Us
Kirby Triple Deluxe ~ Sullied Grace,"Battle, Final Boss",Tough,"The everlasting, vain beauty of a corrupt queen.","Nintendo, Kirby",https://www.youtube.com/watch?v=JM_xxs-z8Bo
Kirby Triple Deluxe ~ The World to Win,"Battle, Final Boss",Normal,A beam struggle for the ages.,"Nintendo, Kirby",https://www.youtube.com/watch?v=r-s1mjfg2bY
Kirby: Planet Robobot ~ Streetpass Wins (Normal) (The Arena - Rankings) (Float Islands),"Screen, Other",Merciless,,"Nintendo, Kirby",https://www.youtube.com/watch?v=AJUzMPCM5PY
Kirby: Planet Robobot ~ The Greatest Warrior in the Galaxy Ever (vs. Galacta Knight),"Battle, Boss, Final Boss",Tough,A legend unsealed at last... again.,"Nintendo, Kirby",https://www.youtube.com/watch?v=hUZKHOZAW9E
Kirby's Adventure ~ Butter Building,Locale,Easy,,"Nintendo, Kirby",https://youtu.be/Di09yapYBuY
Kirby's Adventure ~ Drawing Kirby,"Jingles, Other",Tough,,"Nintendo, Kirby",https://youtu.be/vm6JN77kK1w
Kirby's Adventure ~ The Fountain of Dreams,Cutscene,Tough,,"Nintendo, Kirby",https://youtu.be/prgV94B9QfE
Kirby's Dream Course ~ The First Hole,Other,Tough,Let's go golfing!,"Nintendo, Kirby",https://youtu.be/hbW__AlCcN0
Kirby's Dream Land ~ Mt. Dedede,"Character, Battle",Easy,The encounter that started it all.,"Nintendo, Kirby",https://www.youtube.com/watch?v=ABk8mfaofHg
Kirby's Dream Land ~ Sweet Potato,Battle,Normal,Soaring into battle against the flying fortress.,"Nintendo, Kirby",https://www.youtube.com/watch?v=qUVl75xmFgo
Kirby's Dream Land 2 ~ Coo's Theme,"Character, Forest",Normal,Flying through the forest with my owl friend.,"Nintendo, Kirby",https://www.youtube.com/watch?v=iehr3QTaV6Q
Kirby's Dream Land 2 ~ Dark Castle,Locale,Tough,The stronghold of the dark swordsman.,"Nintendo, Kirby",https://www.youtube.com/watch?v=1WR7OYuBgcE
Kirby's Dream Land 2 ~ Kine's Theme,"Aquatic, Character",Normal,"My good friend, the sunfish.","Nintendo, Kirby",https://www.youtube.com/watch?v=sOJf-Dllku0
Kirby's Dream Land 2 ~ Rick's Theme,"Character, Nature",Normal,"Going through the grasslands with my friend, the hamster.","Nintendo, Kirby",https://www.youtube.com/watch?v=hOkVtooCQQQ
Kirby's Dream Land 3 ~ Hyper Zone 2 (Vs. Zero),"Battle, Final Boss",Tough,The true mastermind of the dark matter.,"Nintendo, Kirby",https://www.youtube.com/watch?v=UwGaffGsfVI
Kirby's Epic Yarn ~ Fountain Gardens,Locale,Easy,,"Nintendo, Kirby",https://youtu.be/nOD1rGjxZuk
Kirby's Epic Yarn ~ Grass Land (Level 1),"Locale, Nature",Normal,,"Nintendo, Kirby",https://youtu.be/50Jm1iPGqqA?si=-D4P1RnIlnIAInmq
Kirby's Epic Yarn ~ Halberd (Battleship Halberd),Locale,Normal,,"Nintendo, Kirby",https://youtu.be/72EuieDdW8U
Kirby's Epic Yarn ~ Kirby's Pad,Locale,Normal,Kirby pays rent,"Nintendo, Kirby",https://youtu.be/0v0-SIGw0iM
Kirby's Epic Yarn ~ Mushroom Run,"Locale, Nature",Tough,Bouncing on mushrooms,"Nintendo, Kirby",https://youtu.be/tBgsRE8Se3k
Kirby's Epic Yarn ~ Outer Rings - Rocket,"Locale, Space",Normal,,"Nintendo, Kirby",https://youtu.be/x6vfIIOsujY
Kirby's Epic Yarn ~ Snowy Field - Evergreen Lift,"Locale, Snowy",Normal,,"Nintendo, Kirby",https://youtu.be/yGVqtRl3i2E
Kirby's Epic Yarn ~ Stage Bonus,Jingles,Normal,Get some extra beads!,"Nintendo, Kirby",https://youtu.be/jZMEIciTXEg
Kirby's Epic Yarn ~ Stage Clear,Jingles,Normal,,"Nintendo, Kirby",https://youtu.be/ZYW6EOYCpFw
Kirby's Epic Yarn ~ Tempest Towers (Butter Building),Locale,Easy,It wimdy,"Nintendo, Kirby",https://youtu.be/u8qW40P-Xdo
Kirby's Epic Yarn ~ Title Screen,"Screen, Other",Easy,,"Nintendo, Kirby",https://youtu.be/3kZxo_0y6pc
Kirby's Epic Yarn ~ Vs Fangora,"Battle, Boss",Normal,First boss of the game,"Nintendo, Kirby",https://youtu.be/EIbNxiAVaAc
Kirby's Epic Yarn ~ Vs Meta Knight,"Battle, Boss",Lunatic,,"Nintendo, Kirby",https://youtu.be/-H9BkY-qqv0
Kirby's Epic Yarn ~ Vs Squashini,"Battle, Boss",Tough,Watch out for falling hats,"Nintendo, Kirby",https://youtu.be/KAVvHrieqlM
Kirby's Epic Yarn ~ Vs Yin-Yarn (Phase 1),"Battle, Final Boss",Tough,Battle for the magic sock!,"Nintendo, Kirby",https://youtu.be/P6ZOgDBKdAw
Kirby's Return to Dream Land ~ Another Dimension,Locale,Normal,Song that might play after using a Super Ability.,"Nintendo, Kirby",https://www.youtube.com/watch?v=qH6SXv8PGQE
Kirby's Return to Dream Land ~ C-R-O-W-N-E-D,"Battle, Final Boss",Easy,"Is it the traitor, or his crown which rules the battlefield?","Nintendo, Kirby",https://www.youtube.com/watch?v=iHGH3T_PWhA
"Kirby's Return to Dream Land ~ Fly, Kirby!","Locale, Battle",Tough,Chasing the traitor through dimension's depths.,"Nintendo, Kirby",https://www.youtube.com/watch?v=f5KYowaghs4
"Kirby's Return to Dream Land ~ Magolor, the Far-Flung Traveler",Character,Easy,,"Nintendo, Kirby",https://youtu.be/AwKW6Wr3_Wo
Kirby's Return to Dream Land ~ Nutty Noon,Locale,Tough,,"Nintendo, Kirby",https://youtu.be/LaKaCP55EvY
Kirby's Return to Dream Land ~ Otherworldly Warrior (vs. Galacta Knight),"Battle, Boss",Tough,Okay how many times is this guy gonna be unsealed?,"Nintendo, Kirby",https://www.youtube.com/watch?v=Xz5VtDDuapE
Kirby's Return to Dream Land ~ Supreme Ruler's Coronaton - OVERLORD,"Battle, Final Boss",Normal,No more than a shell.,"Nintendo, Kirby",https://www.youtube.com/watch?v=H02A6SHXBCA
Kirby's Return to Dream Land ~ Techno Factory,Locale,Normal,,"Nintendo, Kirby",https://www.youtube.com/watch?v=leLLlKVrmZ8
"Kirby's Return to Dream Land Deluxe ~ Mistilteinn, Tree Crown without a Ruler","Battle, Final Boss",Tough,,"Nintendo, Kirby",https://www.youtube.com/watch?v=iQ1vrU0onhA
Kirby's Return to Dream Land Deluxe ~ Onward to a Pain My Heart Knows Well,Locale,Tough,,"Nintendo, Kirby",https://www.youtube.com/watch?v=EPv6ceqbUVw
Klonoa 2 ~ Stepping Wind,"Vocals, Locale",Tough,,Namco,https://www.youtube.com/watch?v=dY_6jipjKyY
Layton's Mystery Journey ~ Case Etude,"Character, Screen",Tough,,Professor Layton,https://www.youtube.com/watch?v=B4pU_nBDERo
Layton's Mystery Journey ~ Chancer Lane,"Locale, Town & City",Lunatic,,Professor Layton,https://www.youtube.com/watch?v=fWQtQbC0Qek
Layton's Mystery Journey ~ Katrielle's Theme,"Character, Cutscene",Tough,,Professor Layton,https://www.youtube.com/watch?v=FUw5sGFxRzk
Layton's Mystery Journey ~ Mystery Solved,"Screen, Cutscene",Tough,This is the truth of the case!,Professor Layton,https://www.youtube.com/watch?v=fYu-cZu6aso
Left 4 Dead ~ Tank,"Boss, Event",Easy,Big ass zombie,Valve,https://youtu.be/WhiGnj7QX2A
Link's Awakening ~ Animal Village,"Locale, Town & City",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/RxyvZYu-YQo?si=EL4RdFEbpefa-yTP
Link's Awakening ~ Ballad of the Windfish (Ensemble),Cutscene,Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/DIkZW-DOk-c?si=lzlYOb7D4HxXIiHg
Link's Awakening ~ File Select (Zelda),Screen,Merciless,,"Nintendo, The Legend of Zelda",https://youtu.be/DIkZW-DOk-c?si=_NnOfT6HNoCh7Pa9
Link's Awakening ~ Level 6 - Face Shrine,"Locale, Dungeon, Cutscene",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/9EVhFI_y_9w
Link's Awakening ~ Link & Marin at the Beach,Cutscene,Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/Gn4IKpLEXhU?si=iubxG9ibQBFd43xD
Link's Awakening ~ Mabe Village,"Locale, Town & City",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/aAy0N6q44b8?si=vrF3A4QgwRQ8F1_m
Link's Awakening ~ Mambo's Mambo,"Cutscene, Aquatic",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/7GZjcm0eaMA?si=9U4snSI_VO5HjP8D
Link's Awakening ~ Mysterious Forest,"Locale, Forest, Nature",Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/TeLlhsLhw4M?si=Vs9jbrdAO6nexbH_
Link's Awakening ~ Nightmare Boss Battle,"Battle, Boss",Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/TeLlhsLhw4M?si=4oGY4PYdro4C257h
Link's Awakening ~ Overworld,Locale,Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/KKPV_dPZnvo?si=NVycYgcZGHJ0iX3N
Link's Awakening ~ Tal Tal Heights,Locale,Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/7GZjcm0eaMA?si=Y3xKt8RFzv3CVFN_
Link's Awakening ~ Telephone Booth,Locale,Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/fKGRi-Ej0R0?si=x4BDFC1vDm6ujiOW
Link's Awakening ~ The Wise Owl,Character,Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/etiwQ5INTQ4?si=-6SX-Ak2EORMUJyl
Luigi's Mansion ~ Chauncey Battle,"Battle, Boss",Easy,,"Nintendo, Mario",https://www.youtube.com/watch?v=2byo90E_sCw
Luigi's Mansion ~ Dark Hallway - Luigi Humming (Low Health),Locale,Normal,"High health, medium health, or low health?","Nintendo, Mario",https://www.youtube.com/watch?v=g_I30hSvh6o
Luigi's Mansion ~ Portrificationizing the Portrait Ghosts,Cutscene,Normal,,"Nintendo, Mario",https://www.youtube.com/watch?v=M6C3VELacbw
Luigi's Mansion 3 ~ Boilerworks (Ghost Catching 1),Battle,Lunatic,,"Nintendo, Mario",https://www.youtube.com/watch?v=CZHieuJoeoM
Luigi's Mansion 3 ~ Last Resort Hotel Lobby (Hellen Gravely),Locale,Lunatic,,"Nintendo, Mario",https://www.youtube.com/watch?v=MvEgRJr5yWk
Luigi's Mansion: Dark Moon ~ Eerie Staircase,"Spooky, Jingles",Lunatic,,"Nintendo, Mario",https://www.youtube.com/watch?v=Lg8h22MxCmc
Luigi's Mansion: Dark Moon ~ Ghost Theme 2,Spooky,Tough,,"Nintendo, Mario",https://www.youtube.com/watch?v=6lzyBpbZ5YA
Luigi's Mansion: Dark Moon ~ Old Clockworks,"Locale, Spooky, Desert",Lunatic,,"Nintendo, Mario",https://youtu.be/RWwUgZp8LWk?si=lskGU5CFTxEWwfKD
Luigi's Mansion: Dark Moon ~ Secret Mine,"Locale, Snowy",Lunatic,,"Nintendo, Mario",https://www.youtube.com/watch?v=5LwIWlO12yQ
Lunistice ~ Food (Comfort),"Locale, Other",Lunatic,,"Indie, Lunistice",https://youtu.be/U1ErRQinzUU
Lunistice ~ Lunistice (Title Theme),"Screen, Other",Lunatic,Main character is Hana,"Indie, Lunistice",https://youtu.be/b3L0f3kkAyY
Lunistice ~ Results Screen,Screen,Merciless,I missed a paper crane...,"Indie, Lunistice",https://youtu.be/yCexL-deVFw
Lunistice ~ Shrine (Home),"Locale, Other",Lunatic,First world in this 3D Platformer,"Indie, Lunistice",https://youtu.be/zCNCmntJPB4
Mad Rat Dead ~ Call me Jack,"Character, Nature",Lunatic,Chased by a mad cat.,NIS America,https://www.youtube.com/watch?v=rJ8Ink0MGwY
Mad Rat Dead ~ Ghost of Culvert,"Battle, Boss, Spooky",Lunatic,"Spirits come alive, dine on rat tonight.",NIS America,https://www.youtube.com/watch?v=wqiEQOB-jso
Mad Rat Dead ~ If We Could Be Friends,Other,Merciless,The ending that never was.,NIS America,https://www.youtube.com/watch?v=aIswYjsnqck
Mad Rat Dead ~ Kind of Hope,"Character, Event, Town & City",Lunatic,"You know, Heart... I really must be mad.",NIS America,https://www.youtube.com/watch?v=9HDedUFI74k
Mad Rat Dead ~ Mad Rat Heart,"Character, Screen",Normal,"The beginning, and the end.",NIS America,https://www.youtube.com/watch?v=ZJZ6SYXYv2k
"Mad Rat Dead ~ MAD RAT, ALIVE?","Character, Locale",Normal,Follow the cheese!,NIS America,https://www.youtube.com/watch?v=w4KXZgzA60c
Mad Rat Dead ~ Mimolette,Boss,Lunatic,The moon's made of cheese...?,NIS America,https://www.youtube.com/watch?v=3dTAzYrDzEo
Mad Rat Dead ~ Passion in Blue,Locale,Lunatic,Escape from the sewers!,NIS America,https://www.youtube.com/watch?v=4EMvmJVwdWY
Mad Rat Dead ~ Rebirth,Town & City,Tough,On our way back to the lab.,NIS America,https://www.youtube.com/watch?v=xUTVxRwI3Y0
Mad Rat Dead ~ Sweet Trip,"Event, Locale",Lunatic,This is all just a bad dream... and you're never waking up.,NIS America,https://www.youtube.com/watch?v=Q_W7G08CZA4
Majora's Mask ~ Astral Observatory,Locale,Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/s0krxH0dWhU?si=cqOX5zE_UZ0kPOxb
Majora's Mask ~ Ballad of the Wind Fish,Cutscene,Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/uApGqxeeY7M?si=o5odp0Cs03pJsVrW
Majora's Mask ~ Boss Battle,"Battle, Boss",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/UK9FM9fpNUs?si=fKtEcYKwgnGsLb-e
Majora's Mask ~ Bremen March,"Event, Other",Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/748s-hJPBpU?si=OHUiA-M3yXIO56Zp
"Majora's Mask ~ Clock Town, First Day","Locale, Town & City",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/Wea_uOJN34o?si=nNU479NCxTyP3nhP
"Majora's Mask ~ Clock Town, Second Day","Locale, Town & City",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/E3m9cXFvzu0?si=SuJIdO2C_wR6x0tM
"Majora's Mask ~ Clock Town, Third Day","Locale, Town & City",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/AWhxQPha_uY?si=MWJyBgSTu3wx84fK
Majora's Mask ~ Deku Palace,Locale,Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/CDyR-QE7KmE?si=Gpc6stlgmxNpVf_T
Majora's Mask ~ Get A Mask!,"Jingles, Object",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/ShFjgZ14FA0?si=GPIAizEn8nJpCB3p
Majora's Mask ~ Goron Race,"Event, Other",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/gBymw4CyMRQ?si=b0iC7hmkMCHjGpc5
Majora's Mask ~ Ikana Castle,Locale,Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/h9sSbiLZTro?si=4piWii3Th4seS0Ho
Majora's Mask ~ Ikana Valley,"Locale, Spooky",Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/LjzQh7effA0?si=nQ-2BSyCumm3-bdr
Majora's Mask ~ Majora's Mask Battle,"Battle, Final Boss",Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/EXu7EsXMxfI?si=wZXFAYjcyQvJZjV0
Majora's Mask ~ Sharp's Curse,"Event, Character, Spooky",Merciless,,"Nintendo, The Legend of Zelda",https://youtu.be/EzMlwrG7kFU?si=JbTydCZAozkTmquo
Majora's Mask ~ Stone Tower Temple,"Locale, Dungeon",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/NxUAbX-35Zs?si=33uU3T_aHiFdxgrD
Majora's Mask ~ Tatl & Tael,"Cutscene, Character",Merciless,,"Nintendo, The Legend of Zelda",https://youtu.be/LIx_hQCF_Tk?si=EGmIzNih01hqqzb0
Majora's Mask ~ The End Credits,Credits,Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/fDZZdhv_e5Q?si=PEpsjelzE6lWttNa
Majora's Mask 3D ~ Great Bay Temple,"Locale, Dungeon, Aquatic",Normal,,"Nintendo, The Legend of Zelda",https://www.youtube.com/watch?v=L3D7-_tJIhU
Make Way ~ Menu Music,"Screen, Other",Lunatic,,"Indie, Other",https://www.youtube.com/watch?v=LUu_Q9DDDsw
Mario & Luigi: Bowser's Inside Story ~ Deep Castle,Dungeon,Tough,The second controlled castle.,"Mario, Nintendo",https://www.youtube.com/watch?v=K-4Ku3eXgys
Mario & Luigi: Bowser's Inside Story ~ Fawful is There,Character,Tough,,"Nintendo, Mario",https://www.youtube.com/watch?v=yvj0uNNeIrg
Mario & Luigi: Bowser's Inside Story ~ Oki Doki!!,Battle,Easy,,"Nintendo, Mario",https://www.youtube.com/watch?v=K7yoR4lpHYc
Mario & Luigi: Bowser's Inside Story ~ The Grand Finale,"Battle, Final Boss",Easy,,"Nintendo, Mario",https://youtu.be/NIUkK_P-5ak?si=jrqQvHHtLIRbBRnJ
Mario & Luigi: Bowser's Inside Story ~ The Road Leading to the Secret,Dungeon,Tough,Lost and confused after a battle at the castle.,"Mario, Nintendo",https://www.youtube.com/watch?v=LDevKYG-bm8
Mario & Luigi: Bowser's Inside Story ~ Tough Guy Alert!,"Battle, Boss",Normal,,"Nintendo, Mario",https://youtu.be/NELINFw1aIg?si=V4xKVRdlOxLFROb5
Mario & Luigi: Brothership ~ Bitsi Islet,"Locale, Nature",Lunatic,,"Nintendo, Mario",https://www.youtube.com/watch?v=7bpXQvlUplQ
Mario & Luigi: Brothership ~ Boss Theme,"Battle, Boss",Normal,,"Nintendo, Mario",https://www.youtube.com/watch?v=6Q5gIEFdwPo
Mario & Luigi: Brothership ~ Florall Island,Locale,Normal,A land of radiant flowers.,"Nintendo, Mario",https://www.youtube.com/watch?v=qoEMX56ifgI
Mario & Luigi: Dream Team ~ Sacred Somnom Woods,"Locale, Forest, Nature",Normal,,"Nintendo, Mario",https://youtu.be/Px0mPvn6PpY?si=UNUkajYE8JqZIC6d
Mario & Luigi: Paper Jam ~ Big Bang!,"Battle, Boss",Tough,Battling plentiful paper foes.,"Mario, Nintendo",https://www.youtube.com/watch?v=jwE8ybTvMWA
Mario & Luigi: Paper Jam ~ Double Bowsers!,"Battle, Boss, Final Boss",Lunatic,One last battle against the parallel pair!,"Mario, Nintendo",https://www.youtube.com/watch?v=EiQPKBbRFqg
Mario & Luigi: Paper Jam ~ Final Battle,"Battle, Boss, Final Boss",Tough,The papercraft armor does kinda look cool though.,"Mario, Nintendo",https://www.youtube.com/watch?v=cS3Q0bD3pGY
Mario & Luigi: Paper Jam ~ Good-Bye Sadness,Event,Lunatic,The passing of a beloved- oh wait no he's fine actually.,"Mario, Nintendo",https://www.youtube.com/watch?v=XrQU2UsTm-g
Mario & Luigi: Paper Jam ~ Mario Craft Rhythm,"Battle, Jingles",Lunatic,Charge up your crafts!,"Mario, Nintendo",https://www.youtube.com/watch?v=LhuD6yjaiFA
Mario & Luigi: Paper Jam ~ Mixed-Up Scramble,Battle,Tough,Don't forget to use the Copy block!,"Mario, Nintendo",https://www.youtube.com/watch?v=3gJdpkHdnao
Mario & Luigi: Paper Jam ~ Mountaintop Secrets,Snowy,Tough,Atop the highest peak in the Mushroom Kingdom.,"Mario, Nintendo",https://www.youtube.com/watch?v=7FEFg1lmjFY
Mario & Luigi: Paper Jam ~ Time's Running Out!,"Event, Other",Tough,,"Nintendo, Mario",https://www.youtube.com/watch?v=LryqOWnJs3Q
Mario & Luigi: Partners in Time ~ Bowser Battle,"Battle, Boss",Normal,,"Nintendo, Mario",https://www.youtube.com/watch?v=w-mAwNyZyDs
Mario & Luigi: Partners in Time ~ Gritzy Desert,"Desert, Locale",Normal,,"Nintendo, Mario",https://www.youtube.com/watch?v=WKkvNimwv7I
Mario & Luigi: Partners in Time ~ Holli Jolli Village,"Snowy, Spooky, Locale, Cutscene, Town & City",Normal,,"Nintendo, Mario",https://www.youtube.com/watch?v=dmQiEbcbuWw
Mario & Luigi: Partners in Time ~ Thwomp Volcano,"Locale, Fiery",Tough,,"Nintendo, Mario",https://www.youtube.com/watch?v=PMihi2Yhd6k
Mario & Luigi: Superstar Saga ~ Beanish People,"Locale, Town & City",Normal,,"Nintendo, Mario",https://youtu.be/dPscBEZETow?si=iRtWPJ80Oly3URQ0
"Mario & Luigi: Superstar Saga ~ Cackletta, the Fiercest Foe","Character, Adversary",Normal,,"Nintendo, Mario",https://youtu.be/NbCiOqkOEy4?si=hc8_aqYUICcHUNgn
Mario & Luigi: Superstar Saga ~ Chucklehuck Woods,"Locale, Nature, Forest",Tough,,"Nintendo, Mario",https://youtu.be/mHPFqpUfpdg?si=OC8FAW7sVktvW578
"Mario & Luigi: Superstar Saga ~ Hold the Corny Jokes, Please!","Locale, Dungeon",Tough,,"Nintendo, Mario",https://youtu.be/utoYKGWCP30?si=YS_Q_92GSsKoVbPE
